GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQBE001,NAME_M,JQBM001
"G3000650","2006-2010","MT",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30065",,,"Musselshell County, Montana",20875,"Musselshell County, Montana",2171
"G3000670","2006-2010","MT",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30067",,,"Park County, Montana",24717,"Park County, Montana",1835
"G3000690","2006-2010","MT",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30069",,,"Petroleum County, Montana",21008,"Petroleum County, Montana",3956
"G3000710","2006-2010","MT",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30071",,,"Phillips County, Montana",24227,"Phillips County, Montana",5149
"G3000730","2006-2010","MT",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30073",,,"Pondera County, Montana",18989,"Pondera County, Montana",1765
"G3000750","2006-2010","MT",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30075",,,"Powder River County, Montana",21543,"Powder River County, Montana",2443
"G3000770","2006-2010","MT",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30077",,,"Powell County, Montana",17849,"Powell County, Montana",1330
"G3000790","2006-2010","MT",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30079",,,"Prairie County, Montana",21296,"Prairie County, Montana",2247
"G3000810","2006-2010","MT",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30081",,,"Ravalli County, Montana",23908,"Ravalli County, Montana",1347
"G3000830","2006-2010","MT",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30083",,,"Richland County, Montana",26888,"Richland County, Montana",2325
"G3000850","2006-2010","MT",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30085",,,"Roosevelt County, Montana",17821,"Roosevelt County, Montana",1099
"G3000870","2006-2010","MT",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30087",,,"Rosebud County, Montana",19844,"Rosebud County, Montana",1025
"G3000890","2006-2010","MT",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30089",,,"Sanders County, Montana",18472,"Sanders County, Montana",850
"G3000910","2006-2010","MT",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30091",,,"Sheridan County, Montana",26537,"Sheridan County, Montana",2782
"G3000930","2006-2010","MT",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30093",,,"Silver Bow County, Montana",21357,"Silver Bow County, Montana",717
"G3000950","2006-2010","MT",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30095",,,"Stillwater County, Montana",27168,"Stillwater County, Montana",1357
"G3000970","2006-2010","MT",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30097",,,"Sweet Grass County, Montana",22785,"Sweet Grass County, Montana",2337
"G3000990","2006-2010","MT",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30099",,,"Teton County, Montana",20509,"Teton County, Montana",1391
"G3001010","2006-2010","MT",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30101",,,"Toole County, Montana",20464,"Toole County, Montana",2471
"G3001030","2006-2010","MT",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30103",,,"Treasure County, Montana",20882,"Treasure County, Montana",2870
"G3001050","2006-2010","MT",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30105",,,"Valley County, Montana",24305,"Valley County, Montana",2283
"G3001070","2006-2010","MT",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30107",,,"Wheatland County, Montana",18474,"Wheatland County, Montana",2617
"G3001090","2006-2010","MT",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30109",,,"Wibaux County, Montana",22579,"Wibaux County, Montana",3218
"G3001110","2006-2010","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US30111",,,"Yellowstone County, Montana",26152,"Yellowstone County, Montana",627
"G3100010","2006-2010","NE",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31001",,,"Adams County, Nebraska",23084,"Adams County, Nebraska",1015
"G3100030","2006-2010","NE",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31003",,,"Antelope County, Nebraska",20419,"Antelope County, Nebraska",1466
"G3100050","2006-2010","NE",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31005",,,"Arthur County, Nebraska",19722,"Arthur County, Nebraska",2971
"G3100070","2006-2010","NE",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31007",,,"Banner County, Nebraska",22042,"Banner County, Nebraska",5092
"G3100090","2006-2010","NE",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31009",,,"Blaine County, Nebraska",20586,"Blaine County, Nebraska",3422
"G3100110","2006-2010","NE",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31011",,,"Boone County, Nebraska",22790,"Boone County, Nebraska",2476
"G3100130","2006-2010","NE",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31013",,,"Box Butte County, Nebraska",23434,"Box Butte County, Nebraska",1300
"G3100150","2006-2010","NE",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31015",,,"Boyd County, Nebraska",21003,"Boyd County, Nebraska",1812
"G3100170","2006-2010","NE",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31017",,,"Brown County, Nebraska",17330,"Brown County, Nebraska",1518
"G3100190","2006-2010","NE",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31019",,,"Buffalo County, Nebraska",22616,"Buffalo County, Nebraska",773
"G3100210","2006-2010","NE",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31021",,,"Burt County, Nebraska",23302,"Burt County, Nebraska",1538
"G3100230","2006-2010","NE",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31023",,,"Butler County, Nebraska",22494,"Butler County, Nebraska",965
"G3100250","2006-2010","NE",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31025",,,"Cass County, Nebraska",27584,"Cass County, Nebraska",888
"G3100270","2006-2010","NE",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31027",,,"Cedar County, Nebraska",20595,"Cedar County, Nebraska",1693
"G3100290","2006-2010","NE",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31029",,,"Chase County, Nebraska",22730,"Chase County, Nebraska",3100
"G3100310","2006-2010","NE",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31031",,,"Cherry County, Nebraska",22601,"Cherry County, Nebraska",1783
"G3100330","2006-2010","NE",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31033",,,"Cheyenne County, Nebraska",26983,"Cheyenne County, Nebraska",1606
"G3100350","2006-2010","NE",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31035",,,"Clay County, Nebraska",21147,"Clay County, Nebraska",1531
"G3100370","2006-2010","NE",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31037",,,"Colfax County, Nebraska",20872,"Colfax County, Nebraska",1624
"G3100390","2006-2010","NE",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31039",,,"Cuming County, Nebraska",22783,"Cuming County, Nebraska",2218
"G3100410","2006-2010","NE",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31041",,,"Custer County, Nebraska",21685,"Custer County, Nebraska",1048
"G3100430","2006-2010","NE",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31043",,,"Dakota County, Nebraska",19048,"Dakota County, Nebraska",772
"G3100450","2006-2010","NE",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31045",,,"Dawes County, Nebraska",18573,"Dawes County, Nebraska",1227
"G3100470","2006-2010","NE",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31047",,,"Dawson County, Nebraska",19384,"Dawson County, Nebraska",847
"G3100490","2006-2010","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",23758,"Deuel County, Nebraska",3412
"G3100510","2006-2010","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",20478,"Dixon County, Nebraska",1080
"G3100530","2006-2010","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",22049,"Dodge County, Nebraska",818
"G3100550","2006-2010","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055",,,"Douglas County, Nebraska",28092,"Douglas County, Nebraska",420
"G3100570","2006-2010","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057",,,"Dundy County, Nebraska",24701,"Dundy County, Nebraska",4193
"G3100590","2006-2010","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059",,,"Fillmore County, Nebraska",21990,"Fillmore County, Nebraska",1238
"G3100610","2006-2010","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061",,,"Franklin County, Nebraska",19764,"Franklin County, Nebraska",1508
"G3100630","2006-2010","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063",,,"Frontier County, Nebraska",22374,"Frontier County, Nebraska",1918
"G3100650","2006-2010","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065",,,"Furnas County, Nebraska",21644,"Furnas County, Nebraska",1369
"G3100670","2006-2010","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067",,,"Gage County, Nebraska",21619,"Gage County, Nebraska",623
"G3100690","2006-2010","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069",,,"Garden County, Nebraska",19740,"Garden County, Nebraska",2236
"G3100710","2006-2010","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071",,,"Garfield County, Nebraska",19235,"Garfield County, Nebraska",1644
"G3100730","2006-2010","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073",,,"Gosper County, Nebraska",23132,"Gosper County, Nebraska",2673
"G3100750","2006-2010","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075",,,"Grant County, Nebraska",20518,"Grant County, Nebraska",2727
"G3100770","2006-2010","NE",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31077",,,"Greeley County, Nebraska",19235,"Greeley County, Nebraska",1397
"G3100790","2006-2010","NE",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31079",,,"Hall County, Nebraska",22552,"Hall County, Nebraska",726
"G3100810","2006-2010","NE",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31081",,,"Hamilton County, Nebraska",23240,"Hamilton County, Nebraska",1338
"G3100830","2006-2010","NE",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31083",,,"Harlan County, Nebraska",25050,"Harlan County, Nebraska",3867
"G3100850","2006-2010","NE",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31085",,,"Hayes County, Nebraska",21977,"Hayes County, Nebraska",2925
"G3100870","2006-2010","NE",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31087",,,"Hitchcock County, Nebraska",20853,"Hitchcock County, Nebraska",1539
"G3100890","2006-2010","NE",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31089",,,"Holt County, Nebraska",22498,"Holt County, Nebraska",954
"G3100910","2006-2010","NE",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31091",,,"Hooker County, Nebraska",21197,"Hooker County, Nebraska",3009
"G3100930","2006-2010","NE",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31093",,,"Howard County, Nebraska",22325,"Howard County, Nebraska",1252
"G3100950","2006-2010","NE",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31095",,,"Jefferson County, Nebraska",21976,"Jefferson County, Nebraska",1741
"G3100970","2006-2010","NE",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31097",,,"Johnson County, Nebraska",17606,"Johnson County, Nebraska",1245
"G3100990","2006-2010","NE",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31099",,,"Kearney County, Nebraska",27227,"Kearney County, Nebraska",2764
"G3101010","2006-2010","NE",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31101",,,"Keith County, Nebraska",25315,"Keith County, Nebraska",2435
"G3101030","2006-2010","NE",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31103",,,"Keya Paha County, Nebraska",20691,"Keya Paha County, Nebraska",2956
"G3101050","2006-2010","NE",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31105",,,"Kimball County, Nebraska",22263,"Kimball County, Nebraska",1831
"G3101070","2006-2010","NE",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31107",,,"Knox County, Nebraska",19894,"Knox County, Nebraska",990
"G3101090","2006-2010","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31109",,,"Lancaster County, Nebraska",25949,"Lancaster County, Nebraska",390
"G3101110","2006-2010","NE",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31111",,,"Lincoln County, Nebraska",25319,"Lincoln County, Nebraska",1048
"G3101130","2006-2010","NE",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31113",,,"Logan County, Nebraska",22320,"Logan County, Nebraska",2606
"G3101150","2006-2010","NE",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31115",,,"Loup County, Nebraska",20004,"Loup County, Nebraska",3114
"G3101170","2006-2010","NE",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31117",,,"McPherson County, Nebraska",21000,"McPherson County, Nebraska",2370
"G3101190","2006-2010","NE",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31119",,,"Madison County, Nebraska",22157,"Madison County, Nebraska",845
"G3101210","2006-2010","NE",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31121",,,"Merrick County, Nebraska",21819,"Merrick County, Nebraska",1539
"G3101230","2006-2010","NE",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31123",,,"Morrill County, Nebraska",21367,"Morrill County, Nebraska",1914
"G3101250","2006-2010","NE",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31125",,,"Nance County, Nebraska",21457,"Nance County, Nebraska",2324
"G3101270","2006-2010","NE",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31127",,,"Nemaha County, Nebraska",22151,"Nemaha County, Nebraska",1355
"G3101290","2006-2010","NE",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31129",,,"Nuckolls County, Nebraska",20299,"Nuckolls County, Nebraska",2239
"G3101310","2006-2010","NE",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31131",,,"Otoe County, Nebraska",23773,"Otoe County, Nebraska",977
"G3101330","2006-2010","NE",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31133",,,"Pawnee County, Nebraska",21865,"Pawnee County, Nebraska",1905
"G3101350","2006-2010","NE",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31135",,,"Perkins County, Nebraska",23542,"Perkins County, Nebraska",2853
"G3101370","2006-2010","NE",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31137",,,"Phelps County, Nebraska",23951,"Phelps County, Nebraska",1334
"G3101390","2006-2010","NE",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31139",,,"Pierce County, Nebraska",21419,"Pierce County, Nebraska",1073
"G3101410","2006-2010","NE",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31141",,,"Platte County, Nebraska",23358,"Platte County, Nebraska",886
"G3101430","2006-2010","NE",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31143",,,"Polk County, Nebraska",23831,"Polk County, Nebraska",2173
"G3101450","2006-2010","NE",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31145",,,"Red Willow County, Nebraska",21246,"Red Willow County, Nebraska",1209
"G3101470","2006-2010","NE",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31147",,,"Richardson County, Nebraska",20516,"Richardson County, Nebraska",1110
"G3101490","2006-2010","NE",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31149",,,"Rock County, Nebraska",23871,"Rock County, Nebraska",3289
"G3101510","2006-2010","NE",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31151",,,"Saline County, Nebraska",20431,"Saline County, Nebraska",1058
"G3101530","2006-2010","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31153",,,"Sarpy County, Nebraska",29212,"Sarpy County, Nebraska",385
"G3101550","2006-2010","NE",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31155",,,"Saunders County, Nebraska",26898,"Saunders County, Nebraska",918
"G3101570","2006-2010","NE",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31157",,,"Scotts Bluff County, Nebraska",21212,"Scotts Bluff County, Nebraska",658
"G3101590","2006-2010","NE",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31159",,,"Seward County, Nebraska",26386,"Seward County, Nebraska",1911
"G3101610","2006-2010","NE",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31161",,,"Sheridan County, Nebraska",20066,"Sheridan County, Nebraska",1314
"G3101630","2006-2010","NE",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31163",,,"Sherman County, Nebraska",20900,"Sherman County, Nebraska",1723
"G3101650","2006-2010","NE",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31165",,,"Sioux County, Nebraska",25824,"Sioux County, Nebraska",5536
"G3101670","2006-2010","NE",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31167",,,"Stanton County, Nebraska",23018,"Stanton County, Nebraska",1966
"G3101690","2006-2010","NE",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31169",,,"Thayer County, Nebraska",21648,"Thayer County, Nebraska",1332
"G3101710","2006-2010","NE",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31171",,,"Thomas County, Nebraska",31499,"Thomas County, Nebraska",9612
"G3101730","2006-2010","NE",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31173",,,"Thurston County, Nebraska",15686,"Thurston County, Nebraska",974
"G3101750","2006-2010","NE",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31175",,,"Valley County, Nebraska",21058,"Valley County, Nebraska",1465
"G3101770","2006-2010","NE",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31177",,,"Washington County, Nebraska",27884,"Washington County, Nebraska",1349
"G3101790","2006-2010","NE",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31179",,,"Wayne County, Nebraska",19681,"Wayne County, Nebraska",1068
"G3101810","2006-2010","NE",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31181",,,"Webster County, Nebraska",18906,"Webster County, Nebraska",1443
"G3101830","2006-2010","NE",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31183",,,"Wheeler County, Nebraska",20614,"Wheeler County, Nebraska",3134
"G3101850","2006-2010","NE",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31185",,,"York County, Nebraska",25412,"York County, Nebraska",2083
"G3200010","2006-2010","NV",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32001",,,"Churchill County, Nevada",22997,"Churchill County, Nevada",1245
"G3200030","2006-2010","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32003",,,"Clark County, Nevada",27422,"Clark County, Nevada",246
"G3200050","2006-2010","NV",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32005",,,"Douglas County, Nevada",35239,"Douglas County, Nevada",2252
"G3200070","2006-2010","NV",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32007",,,"Elko County, Nevada",26879,"Elko County, Nevada",1353
"G3200090","2006-2010","NV",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32009",,,"Esmeralda County, Nevada",34571,"Esmeralda County, Nevada",9114
"G3200110","2006-2010","NV",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32011",,,"Eureka County, Nevada",30306,"Eureka County, Nevada",5946
"G3200130","2006-2010","NV",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32013",,,"Humboldt County, Nevada",25965,"Humboldt County, Nevada",1565
"G3200150","2006-2010","NV",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32015",,,"Lander County, Nevada",25287,"Lander County, Nevada",3476
"G3200170","2006-2010","NV",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32017",,,"Lincoln County, Nevada",18148,"Lincoln County, Nevada",1998
"G3200190","2006-2010","NV",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32019",,,"Lyon County, Nevada",21041,"Lyon County, Nevada",1029
"G3200210","2006-2010","NV",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32021",,,"Mineral County, Nevada",23226,"Mineral County, Nevada",2698
"G3200230","2006-2010","NV",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32023",,,"Nye County, Nevada",22687,"Nye County, Nevada",1565
"G3200270","2006-2010","NV",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32027",,,"Pershing County, Nevada",17519,"Pershing County, Nevada",1940
"G3200290","2006-2010","NV",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32029",,,"Storey County, Nevada",31079,"Storey County, Nevada",3996
"G3200310","2006-2010","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32031",,,"Washoe County, Nevada",29687,"Washoe County, Nevada",456
"G3200330","2006-2010","NV",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32033",,,"White Pine County, Nevada",21615,"White Pine County, Nevada",1981
"G3205100","2006-2010","NV",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32510",,,"Carson City, Nevada",27568,"Carson City, Nevada",1343
"G3300010","2006-2010","NH",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33001",,,"Belknap County, New Hampshire",28517,"Belknap County, New Hampshire",803
"G3300030","2006-2010","NH",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US33003",,,"Carroll County, New Hampshire",28411,"Carroll County, New Hampshire",1297
