GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQBE001,NAME_M,JQBM001
"G4803010","2006-2010","TX",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48301",,,"Loving County, Texas",42220,"Loving County, Texas",10318
"G4803030","2006-2010","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48303",,,"Lubbock County, Texas",22831,"Lubbock County, Texas",511
"G4803050","2006-2010","TX",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48305",,,"Lynn County, Texas",19752,"Lynn County, Texas",1293
"G4803070","2006-2010","TX",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48307",,,"McCulloch County, Texas",20116,"McCulloch County, Texas",2411
"G4803090","2006-2010","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48309",,,"McLennan County, Texas",20652,"McLennan County, Texas",426
"G4803110","2006-2010","TX",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48311",,,"McMullen County, Texas",21358,"McMullen County, Texas",5152
"G4803130","2006-2010","TX",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48313",,,"Madison County, Texas",14245,"Madison County, Texas",1418
"G4803150","2006-2010","TX",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48315",,,"Marion County, Texas",20125,"Marion County, Texas",1950
"G4803170","2006-2010","TX",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48317",,,"Martin County, Texas",19695,"Martin County, Texas",2678
"G4803190","2006-2010","TX",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48319",,,"Mason County, Texas",23555,"Mason County, Texas",3747
"G4803210","2006-2010","TX",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48321",,,"Matagorda County, Texas",22623,"Matagorda County, Texas",1399
"G4803230","2006-2010","TX",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48323",,,"Maverick County, Texas",12444,"Maverick County, Texas",721
"G4803250","2006-2010","TX",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48325",,,"Medina County, Texas",20604,"Medina County, Texas",793
"G4803270","2006-2010","TX",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48327",,,"Menard County, Texas",23362,"Menard County, Texas",4203
"G4803290","2006-2010","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48329",,,"Midland County, Texas",30956,"Midland County, Texas",1140
"G4803310","2006-2010","TX",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48331",,,"Milam County, Texas",21509,"Milam County, Texas",1299
"G4803330","2006-2010","TX",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48333",,,"Mills County, Texas",20438,"Mills County, Texas",2624
"G4803350","2006-2010","TX",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48335",,,"Mitchell County, Texas",13358,"Mitchell County, Texas",1521
"G4803370","2006-2010","TX",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48337",,,"Montague County, Texas",22328,"Montague County, Texas",1299
"G4803390","2006-2010","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48339",,,"Montgomery County, Texas",31959,"Montgomery County, Texas",479
"G4803410","2006-2010","TX",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48341",,,"Moore County, Texas",18239,"Moore County, Texas",1110
"G4803430","2006-2010","TX",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48343",,,"Morris County, Texas",20292,"Morris County, Texas",1048
"G4803450","2006-2010","TX",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48345",,,"Motley County, Texas",19754,"Motley County, Texas",2603
"G4803470","2006-2010","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48347",,,"Nacogdoches County, Texas",18180,"Nacogdoches County, Texas",663
"G4803490","2006-2010","TX",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48349",,,"Navarro County, Texas",20539,"Navarro County, Texas",819
"G4803510","2006-2010","TX",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48351",,,"Newton County, Texas",17721,"Newton County, Texas",1888
"G4803530","2006-2010","TX",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48353",,,"Nolan County, Texas",19973,"Nolan County, Texas",1080
"G4803550","2006-2010","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48355",,,"Nueces County, Texas",22558,"Nueces County, Texas",475
"G4803570","2006-2010","TX",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48357",,,"Ochiltree County, Texas",21143,"Ochiltree County, Texas",1505
"G4803590","2006-2010","TX",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48359",,,"Oldham County, Texas",22504,"Oldham County, Texas",3624
"G4803610","2006-2010","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48361",,,"Orange County, Texas",23155,"Orange County, Texas",746
"G4803630","2006-2010","TX",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48363",,,"Palo Pinto County, Texas",21551,"Palo Pinto County, Texas",1225
"G4803650","2006-2010","TX",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48365",,,"Panola County, Texas",22846,"Panola County, Texas",1756
"G4803670","2006-2010","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48367",,,"Parker County, Texas",28539,"Parker County, Texas",1026
"G4803690","2006-2010","TX",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48369",,,"Parmer County, Texas",16926,"Parmer County, Texas",931
"G4803710","2006-2010","TX",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48371",,,"Pecos County, Texas",16717,"Pecos County, Texas",2658
"G4803730","2006-2010","TX",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48373",,,"Polk County, Texas",16961,"Polk County, Texas",705
"G4803750","2006-2010","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48375",,,"Potter County, Texas",18725,"Potter County, Texas",536
"G4803770","2006-2010","TX",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48377",,,"Presidio County, Texas",15635,"Presidio County, Texas",2150
"G4803790","2006-2010","TX",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48379",,,"Rains County, Texas",20855,"Rains County, Texas",1634
"G4803810","2006-2010","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48381",,,"Randall County, Texas",28668,"Randall County, Texas",684
"G4803830","2006-2010","TX",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48383",,,"Reagan County, Texas",23028,"Reagan County, Texas",2659
"G4803850","2006-2010","TX",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48385",,,"Real County, Texas",15074,"Real County, Texas",1770
"G4803870","2006-2010","TX",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48387",,,"Red River County, Texas",18105,"Red River County, Texas",992
"G4803890","2006-2010","TX",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48389",,,"Reeves County, Texas",13112,"Reeves County, Texas",1013
"G4803910","2006-2010","TX",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48391",,,"Refugio County, Texas",18638,"Refugio County, Texas",4024
"G4803930","2006-2010","TX",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48393",,,"Roberts County, Texas",29291,"Roberts County, Texas",6481
"G4803950","2006-2010","TX",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48395",,,"Robertson County, Texas",21113,"Robertson County, Texas",1474
"G4803970","2006-2010","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48397",,,"Rockwall County, Texas",33274,"Rockwall County, Texas",1226
"G4803990","2006-2010","TX",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48399",,,"Runnels County, Texas",20056,"Runnels County, Texas",2097
"G4804010","2006-2010","TX",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48401",,,"Rusk County, Texas",22392,"Rusk County, Texas",2173
"G4804030","2006-2010","TX",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48403",,,"Sabine County, Texas",18155,"Sabine County, Texas",1542
"G4804050","2006-2010","TX",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48405",,,"San Augustine County, Texas",17184,"San Augustine County, Texas",1732
"G4804070","2006-2010","TX",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48407",,,"San Jacinto County, Texas",21453,"San Jacinto County, Texas",1696
"G4804090","2006-2010","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48409",,,"San Patricio County, Texas",20766,"San Patricio County, Texas",881
"G4804110","2006-2010","TX",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48411",,,"San Saba County, Texas",19721,"San Saba County, Texas",2537
"G4804130","2006-2010","TX",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48413",,,"Schleicher County, Texas",21299,"Schleicher County, Texas",2205
"G4804150","2006-2010","TX",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48415",,,"Scurry County, Texas",22424,"Scurry County, Texas",2701
"G4804170","2006-2010","TX",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48417",,,"Shackelford County, Texas",22346,"Shackelford County, Texas",2176
"G4804190","2006-2010","TX",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48419",,,"Shelby County, Texas",20103,"Shelby County, Texas",1316
"G4804210","2006-2010","TX",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48421",,,"Sherman County, Texas",21587,"Sherman County, Texas",1895
"G4804230","2006-2010","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48423",,,"Smith County, Texas",25374,"Smith County, Texas",624
"G4804250","2006-2010","TX",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48425",,,"Somervell County, Texas",26314,"Somervell County, Texas",3048
"G4804270","2006-2010","TX",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48427",,,"Starr County, Texas",11659,"Starr County, Texas",772
"G4804290","2006-2010","TX",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48429",,,"Stephens County, Texas",19573,"Stephens County, Texas",2635
"G4804310","2006-2010","TX",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48431",,,"Sterling County, Texas",20640,"Sterling County, Texas",3012
"G4804330","2006-2010","TX",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48433",,,"Stonewall County, Texas",25177,"Stonewall County, Texas",2873
"G4804350","2006-2010","TX",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48435",,,"Sutton County, Texas",23325,"Sutton County, Texas",2918
"G4804370","2006-2010","TX",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48437",,,"Swisher County, Texas",16513,"Swisher County, Texas",1372
"G4804390","2006-2010","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48439",,,"Tarrant County, Texas",27333,"Tarrant County, Texas",187
"G4804410","2006-2010","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48441",,,"Taylor County, Texas",22606,"Taylor County, Texas",752
"G4804430","2006-2010","TX",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48443",,,"Terrell County, Texas",18871,"Terrell County, Texas",3342
"G4804450","2006-2010","TX",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48445",,,"Terry County, Texas",22306,"Terry County, Texas",4611
"G4804470","2006-2010","TX",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48447",,,"Throckmorton County, Texas",20677,"Throckmorton County, Texas",2426
"G4804490","2006-2010","TX",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48449",,,"Titus County, Texas",17520,"Titus County, Texas",765
"G4804510","2006-2010","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48451",,,"Tom Green County, Texas",22292,"Tom Green County, Texas",559
"G4804530","2006-2010","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48453",,,"Travis County, Texas",31785,"Travis County, Texas",340
"G4804550","2006-2010","TX",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48455",,,"Trinity County, Texas",19828,"Trinity County, Texas",2135
"G4804570","2006-2010","TX",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48457",,,"Tyler County, Texas",19450,"Tyler County, Texas",1642
"G4804590","2006-2010","TX",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48459",,,"Upshur County, Texas",21946,"Upshur County, Texas",1200
"G4804610","2006-2010","TX",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48461",,,"Upton County, Texas",23112,"Upton County, Texas",4156
"G4804630","2006-2010","TX",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48463",,,"Uvalde County, Texas",17842,"Uvalde County, Texas",1491
"G4804650","2006-2010","TX",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48465",,,"Val Verde County, Texas",16615,"Val Verde County, Texas",800
"G4804670","2006-2010","TX",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48467",,,"Van Zandt County, Texas",20989,"Van Zandt County, Texas",1094
"G4804690","2006-2010","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48469",,,"Victoria County, Texas",24146,"Victoria County, Texas",950
"G4804710","2006-2010","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48471",,,"Walker County, Texas",13920,"Walker County, Texas",906
"G4804730","2006-2010","TX",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48473",,,"Waller County, Texas",21621,"Waller County, Texas",1078
"G4804750","2006-2010","TX",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48475",,,"Ward County, Texas",20055,"Ward County, Texas",1677
"G4804770","2006-2010","TX",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48477",,,"Washington County, Texas",25464,"Washington County, Texas",1855
"G4804790","2006-2010","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48479",,,"Webb County, Texas",14163,"Webb County, Texas",300
"G4804810","2006-2010","TX",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48481",,,"Wharton County, Texas",21049,"Wharton County, Texas",988
"G4804830","2006-2010","TX",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48483",,,"Wheeler County, Texas",27282,"Wheeler County, Texas",3330
"G4804850","2006-2010","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48485",,,"Wichita County, Texas",22837,"Wichita County, Texas",781
"G4804870","2006-2010","TX",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48487",,,"Wilbarger County, Texas",19916,"Wilbarger County, Texas",2319
"G4804890","2006-2010","TX",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48489",,,"Willacy County, Texas",10800,"Willacy County, Texas",1021
"G4804910","2006-2010","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48491",,,"Williamson County, Texas",29663,"Williamson County, Texas",369
"G4804930","2006-2010","TX",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48493",,,"Wilson County, Texas",25149,"Wilson County, Texas",1037
"G4804950","2006-2010","TX",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48495",,,"Winkler County, Texas",19309,"Winkler County, Texas",2257
"G4804970","2006-2010","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48497",,,"Wise County, Texas",24075,"Wise County, Texas",733
"G4804990","2006-2010","TX",,,"Texas","48","Wood County","499",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48499",,,"Wood County, Texas",21682,"Wood County, Texas",1235
"G4805010","2006-2010","TX",,,"Texas","48","Yoakum County","501",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48501",,,"Yoakum County, Texas",19937,"Yoakum County, Texas",1516
"G4805030","2006-2010","TX",,,"Texas","48","Young County","503",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48503",,,"Young County, Texas",24656,"Young County, Texas",2253
"G4805050","2006-2010","TX",,,"Texas","48","Zapata County","505",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48505",,,"Zapata County, Texas",13915,"Zapata County, Texas",1899
"G4805070","2006-2010","TX",,,"Texas","48","Zavala County","507",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48507",,,"Zavala County, Texas",10180,"Zavala County, Texas",1058
"G4900010","2006-2010","UT",,,"Utah","49","Beaver County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49001",,,"Beaver County, Utah",16131,"Beaver County, Utah",1385
"G4900030","2006-2010","UT",,,"Utah","49","Box Elder County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49003",,,"Box Elder County, Utah",20465,"Box Elder County, Utah",589
"G4900050","2006-2010","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49005",,,"Cache County, Utah",19670,"Cache County, Utah",554
"G4900070","2006-2010","UT",,,"Utah","49","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49007",,,"Carbon County, Utah",20260,"Carbon County, Utah",881
"G4900090","2006-2010","UT",,,"Utah","49","Daggett County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49009",,,"Daggett County, Utah",22862,"Daggett County, Utah",4635
"G4900110","2006-2010","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49011",,,"Davis County, Utah",25244,"Davis County, Utah",377
"G4900130","2006-2010","UT",,,"Utah","49","Duchesne County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49013",,,"Duchesne County, Utah",21787,"Duchesne County, Utah",1156
"G4900150","2006-2010","UT",,,"Utah","49","Emery County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49015",,,"Emery County, Utah",19968,"Emery County, Utah",666
"G4900170","2006-2010","UT",,,"Utah","49","Garfield County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49017",,,"Garfield County, Utah",23187,"Garfield County, Utah",2220
"G4900190","2006-2010","UT",,,"Utah","49","Grand County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49019",,,"Grand County, Utah",20611,"Grand County, Utah",1623
"G4900210","2006-2010","UT",,,"Utah","49","Iron County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49021",,,"Iron County, Utah",16898,"Iron County, Utah",640
"G4900230","2006-2010","UT",,,"Utah","49","Juab County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49023",,,"Juab County, Utah",18193,"Juab County, Utah",1062
"G4900250","2006-2010","UT",,,"Utah","49","Kane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49025",,,"Kane County, Utah",25155,"Kane County, Utah",5514
"G4900270","2006-2010","UT",,,"Utah","49","Millard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49027",,,"Millard County, Utah",18839,"Millard County, Utah",956
"G4900290","2006-2010","UT",,,"Utah","49","Morgan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49029",,,"Morgan County, Utah",24276,"Morgan County, Utah",1672
"G4900310","2006-2010","UT",,,"Utah","49","Piute County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49031",,,"Piute County, Utah",16140,"Piute County, Utah",2982
"G4900330","2006-2010","UT",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49033",,,"Rich County, Utah",25376,"Rich County, Utah",5928
"G4900350","2006-2010","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49035",,,"Salt Lake County, Utah",25041,"Salt Lake County, Utah",232
"G4900370","2006-2010","UT",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49037",,,"San Juan County, Utah",15150,"San Juan County, Utah",879
"G4900390","2006-2010","UT",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49039",,,"Sanpete County, Utah",15731,"Sanpete County, Utah",978
"G4900410","2006-2010","UT",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49041",,,"Sevier County, Utah",18856,"Sevier County, Utah",734
"G4900430","2006-2010","UT",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49043",,,"Summit County, Utah",40270,"Summit County, Utah",2550
"G4900450","2006-2010","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49045",,,"Tooele County, Utah",22020,"Tooele County, Utah",758
