GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GNW001
"G2600630","2000","US","2","3","Michigan","26","Huron","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2166569275","3366858506","Huron County","A","+43842995","-083068000","06",,,17851
"G2600650","2000","US","2","3","Michigan","26","Ingham","065",,,,,"0",,,,,,,,,,,,,"4040","99","N","9999","9999","9",,,,,,,,,"1448291334","4534393","Ingham County","A","+42667752","-084469828","06",,,21079
"G2600670","2000","US","2","3","Michigan","26","Ionia","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1484616954","18175940","Ionia County","A","+42958883","-085079273","06",,,17451
"G2600690","2000","US","2","3","Michigan","26","Iosco","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1422193938","3474873606","Iosco County","A","+44363193","-083571883","06",,,17115
"G2600710","2000","US","2","3","Michigan","26","Iron","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3020846180","115682109","Iron County","A","+46196152","-088561747","06",,,16506
"G2600730","2000","US","2","3","Michigan","26","Isabella","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1487359266","9006922","Isabella County","A","+43632901","-084838367","06",,,16242
"G2600750","2000","US","2","3","Michigan","26","Jackson","075",,,,,"0",,,,,,,,,,,,,"3520","99","N","9999","9999","9",,,,,,,,,"1830079005","44462965","Jackson County","A","+42237635","-084404455","06",,,20171
"G2600770","2000","US","2","3","Michigan","26","Kalamazoo","077",,,,,"0",,,,,,,,,,,,,"3720","99","N","9999","9999","9",,,,,,,,,"1455220328","47439593","Kalamazoo County","A","+42259641","-085561317","06",,,21739
"G2600790","2000","US","2","3","Michigan","26","Kalkaska","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1453024813","25241584","Kalkaska County","A","+44706588","-085124416","06",,,16309
"G2600810","2000","US","2","3","Michigan","26","Kent","081",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"2217482769","41453062","Kent County","A","+42988640","-085612696","06",,,21629
"G2600830","2000","US","2","3","Michigan","26","Keweenaw","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1401117836","14050638432","Keweenaw County","A","+47429838","-088238030","06",,,16769
"G2600850","2000","US","2","3","Michigan","26","Lake","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1469650004","18566736","Lake County","A","+43951418","-085831863","06",,,14457
"G2600870","2000","US","2","3","Michigan","26","Lapeer","087",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1694380864","22996294","Lapeer County","A","+43067751","-083233080","06",,,21462
"G2600890","2000","US","2","3","Michigan","26","Leelanau","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"902529823","5656298953","Leelanau County","A","+44947859","-085765387","06",,,24686
"G2600910","2000","US","2","3","Michigan","26","Lenawee","091",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1943790358","28001355","Lenawee County","A","+41917635","-084065929","06",,,20186
"G2600930","2000","US","2","3","Michigan","26","Livingston","093",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1472143217","44118848","Livingston County","A","+42571133","-083868460","06",,,28069
"G2600950","2000","US","2","3","Michigan","26","Luce","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2338974196","2612787425","Luce County","A","+46461723","-085593089","06",,,16828
"G2600970","2000","US","2","3","Michigan","26","Mackinac","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2645886628","2794506294","Mackinac County","A","+46041011","-084988273","06",,,17777
"G2600990","2000","US","2","3","Michigan","26","Macomb","099",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1244329825","231392703","Macomb County","A","+42591138","-082951762","06",,,24446
"G2601010","2000","US","2","3","Michigan","26","Manistee","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1407937130","1909244646","Manistee County","A","+44323788","-086135402","06",,,17204
"G2601030","2000","US","2","3","Michigan","26","Marquette","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4716501275","4154659804","Marquette County","A","+46464676","-087606628","06",,,18070
"G2601050","2000","US","2","3","Michigan","26","Mason","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1282477630","1933936905","Mason County","A","+43984111","-086305178","06",,,17713
"G2601070","2000","US","2","3","Michigan","26","Mecosta","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1439237247","39914298","Mecosta County","A","+43648515","-085354297","06",,,16372
"G2601090","2000","US","2","3","Michigan","26","Menominee","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2702708106","762665242","Menominee County","A","+45456558","-087565926","06",,,16909
"G2601110","2000","US","2","3","Michigan","26","Midland","111",,,,,"0",,,,,,,,,,,,,"6960","99","N","9999","9999","9",,,,,,,,,"1349885621","17343934","Midland County","A","+43642407","-084335448","06",,,23383
"G2601130","2000","US","2","3","Michigan","26","Missaukee","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1467865737","18326862","Missaukee County","A","+44327470","-085145565","06",,,16072
"G2601150","2000","US","2","3","Michigan","26","Monroe","115",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1427343313","333921043","Monroe County","A","+41919053","-083484125","06",,,22458
"G2601170","2000","US","2","3","Michigan","26","Montcalm","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1833815128","33524665","Montcalm County","A","+43308939","-085184031","06",,,16183
"G2601190","2000","US","2","3","Michigan","26","Montmorency","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1418346898","38369080","Montmorency County","A","+45016358","-084145183","06",,,16493
"G2601210","2000","US","2","3","Michigan","26","Muskegon","121",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"1318605774","2460955731","Muskegon County","A","+43254681","-086216170","06",,,17967
"G2601230","2000","US","2","3","Michigan","26","Newaygo","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2181722261","49275375","Newaygo County","A","+43526187","-085806908","06",,,16976
"G2601250","2000","US","2","3","Michigan","26","Oakland","125",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"2259793193","91913539","Oakland County","A","+42588233","-083305598","06",,,32534
"G2601270","2000","US","2","3","Michigan","26","Oceana","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1399779193","1984623080","Oceana County","A","+43643410","-086291549","06",,,15878
"G2601290","2000","US","2","3","Michigan","26","Ogemaw","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1461540211","26748977","Ogemaw County","A","+44333667","-084130573","06",,,15768
"G2601310","2000","US","2","3","Michigan","26","Ontonagon","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3396859446","6293454409","Ontonagon County","A","+46679399","-089284287","06",,,16695
"G2601330","2000","US","2","3","Michigan","26","Osceola","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1465886433","18447676","Osceola County","A","+43982299","-085346103","06",,,15632
"G2601350","2000","US","2","3","Michigan","26","Oscoda","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1463348879","17014255","Oscoda County","A","+44680028","-084151907","06",,,15697
"G2601370","2000","US","2","3","Michigan","26","Otsego","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1332658596","29629911","Otsego County","A","+45006184","-084629770","06",,,19810
"G2601390","2000","US","2","3","Michigan","26","Ottawa","139",,,,,"0",,,,,,,,,,,,,"3000","99","N","9999","9999","9",,,,,,,,,"1465036914","2761743542","Ottawa County","A","+42929975","-086049749","06",,,21676
"G2601410","2000","US","2","3","Michigan","26","Presque Isle","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1709580089","4953820111","Presque Isle County","A","+45371308","-083925746","06",,,17363
"G2601430","2000","US","2","3","Michigan","26","Roscommon","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1350419147","151368050","Roscommon County","A","+44355243","-084654418","06",,,17837
"G2601450","2000","US","2","3","Michigan","26","Saginaw","145",,,,,"0",,,,,,,,,,,,,"6960","99","N","9999","9999","9",,,,,,,,,"2095122995","17737467","Saginaw County","A","+43381976","-083997846","06",,,19438
"G2601470","2000","US","2","3","Michigan","26","St Clair","147",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1876113358","290751728","St. Clair County","A","+42916954","-082597855","06",,,21582
"G2601490","2000","US","2","3","Michigan","26","St Joseph","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1304633739","45150438","St. Joseph County","A","+41897007","-085528152","06",,,18247
"G2601510","2000","US","2","3","Michigan","26","Sanilac","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2496226301","1622422823","Sanilac County","A","+43383201","-082764429","06",,,17089
"G2601530","2000","US","2","3","Michigan","26","Schoolcraft","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3051289093","1827449141","Schoolcraft County","A","+46143586","-086237178","06",,,17137
"G2601550","2000","US","2","3","Michigan","26","Shiawassee","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1395313553","5178410","Shiawassee County","A","+42942807","-084134226","06",,,19229
"G2601570","2000","US","2","3","Michigan","26","Tuscola","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2104180663","262607294","Tuscola County","A","+43463550","-083434400","06",,,17985
"G2601590","2000","US","2","3","Michigan","26","Van Buren","159",,,,,"0",,,,,,,,,,,,,"3720","99","N","9999","9999","9",,,,,,,,,"1582121725","1241456512","Van Buren County","A","+42260034","-086042352","06",,,17878
"G2601610","2000","US","2","3","Michigan","26","Washtenaw","161",,,,,"0",,,,,,,,,,,,,"2162","35","N","0440","9999","9",,,,,,,,,"1838733615","32599676","Washtenaw County","A","+42260331","-083759473","06",,,27173
"G2601630","2000","US","2","3","Michigan","26","Wayne","163",,,,,"0",,,,,,,,,,,,,"2162","35","N","2160","9999","9",,,,,,,,,"1590646446","150352292","Wayne County","A","+42337237","-083197950","06",,,20058
"G2601650","2000","US","2","3","Michigan","26","Wexford","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1464619961","26802646","Wexford County","A","+44331270","-085550382","06",,,17144
"G2700010","2000","US","2","4","Minnesota","27","Aitkin","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4711959293","455872060","Aitkin County","A","+46601856","-093470244","06",,,17848
"G2700030","2000","US","2","4","Minnesota","27","Anoka","003",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1097134871","58662784","Anoka County","A","+45199715","-093278805","06",,,23297
"G2700050","2000","US","2","4","Minnesota","27","Becker","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3393969725","348838046","Becker County","A","+46893153","-095742689","06",,,17085
"G2700070","2000","US","2","4","Minnesota","27","Beltrami","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6488621963","1425316120","Beltrami County","A","+47720834","-094837122","06",,,15497
"G2700090","2000","US","2","4","Minnesota","27","Benton","009",,,,,"0",,,,,,,,,,,,,"6980","99","N","9999","9999","9",,,,,,,,,"1057430800","12232786","Benton County","A","+45650815","-094070904","06",,,19008
"G2700110","2000","US","2","4","Minnesota","27","Big Stone","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1287086601","80120966","Big Stone County","A","+45410116","-096409613","06",,,15708
"G2700130","2000","US","2","4","Minnesota","27","Blue Earth","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1948598037","35067479","Blue Earth County","A","+44088378","-094037045","06",,,18712
"G2700150","2000","US","2","4","Minnesota","27","Brown","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1582130022","20048081","Brown County","A","+44255312","-094696210","06",,,19535
"G2700170","2000","US","2","4","Minnesota","27","Carlton","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2228243943","38601965","Carlton County","A","+46627815","-092602262","06",,,18073
"G2700190","2000","US","2","4","Minnesota","27","Carver","019",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"924734562","49493783","Carver County","A","+44835379","-093749632","06",,,28486
"G2700210","2000","US","2","4","Minnesota","27","Cass","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5225549622","1027224890","Cass County","A","+46897206","-094373472","06",,,17189
"G2700230","2000","US","2","4","Minnesota","27","Chippewa","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1509450344","13013182","Chippewa County","A","+44999546","-095604516","06",,,18039
"G2700250","2000","US","2","4","Minnesota","27","Chisago","025",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1081660196","64380708","Chisago County","A","+45475985","-092911913","06",,,21013
"G2700270","2000","US","2","4","Minnesota","27","Clay","027",,,,,"0",,,,,,,,,,,,,"2520","99","N","9999","9999","9",,,,,,,,,"2707168209","19409751","Clay County","A","+46869254","-096568459","06",,,17557
"G2700290","2000","US","2","4","Minnesota","27","Clearwater","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2576286716","90848475","Clearwater County","A","+47534853","-095381619","06",,,15694
"G2700310","2000","US","2","4","Minnesota","27","Cook","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3757048990","4892778762","Cook County","A","+47856408","-090497890","06",,,21775
"G2700330","2000","US","2","4","Minnesota","27","Cottonwood","033",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1657575598","23089123","Cottonwood County","A","+43990742","-095170319","06",,,16647
"G2700350","2000","US","2","4","Minnesota","27","Crow Wing","035",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2581099850","414386929","Crow Wing County","A","+46477169","-094108446","06",,,19174
"G2700370","2000","US","2","4","Minnesota","27","Dakota","037",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1475211060","43383381","Dakota County","A","+44758800","-093120132","06",,,27008
"G2700390","2000","US","2","4","Minnesota","27","Dodge","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1138309077","316282","Dodge County","A","+44028165","-092836351","06",,,19259
"G2700410","2000","US","2","4","Minnesota","27","Douglas","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1642886292","221750557","Douglas County","A","+45916902","-095438585","06",,,18850
"G2700430","2000","US","2","4","Minnesota","27","Faribault","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1848292877","20678359","Faribault County","A","+43666389","-093952469","06",,,17193
"G2700450","2000","US","2","4","Minnesota","27","Fillmore","045",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2230631415","2329971","Fillmore County","A","+43680907","-092083826","06",,,17067
"G2700470","2000","US","2","4","Minnesota","27","Freeborn","047",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1832782543","38823032","Freeborn County","A","+43666177","-093354730","06",,,18325
"G2700490","2000","US","2","4","Minnesota","27","Goodhue","049",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1963911048","57408058","Goodhue County","A","+44414581","-092696810","06",,,21934
"G2700510","2000","US","2","4","Minnesota","27","Grant","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1415182450","74519039","Grant County","A","+45943961","-095993381","06",,,17131
"G2700530","2000","US","2","4","Minnesota","27","Hennepin","053",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1441631419","128895633","Hennepin County","A","+44971331","-093362357","06",,,28789
"G2700550","2000","US","2","4","Minnesota","27","Houston","055",,,,,"0",,,,,,,,,,,,,"3870","99","N","9999","9999","9",,,,,,,,,"1446264136","27193962","Houston County","A","+43708892","-091474135","06",,,18826
"G2700570","2000","US","2","4","Minnesota","27","Hubbard","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2389148050","199258510","Hubbard County","A","+47051365","-094905303","06",,,18115
"G2700590","2000","US","2","4","Minnesota","27","Isanti","059",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1137181433","33168663","Isanti County","A","+45554945","-093273123","06",,,20348
"G2700610","2000","US","2","4","Minnesota","27","Itasca","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6902469547","680433374","Itasca County","A","+47431706","-093570057","06",,,17717
"G2700630","2000","US","2","4","Minnesota","27","Jackson","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1817374386","46010669","Jackson County","A","+43681503","-095149650","06",,,17499
"G2700650","2000","US","2","4","Minnesota","27","Kanabec","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1359565637","21893102","Kanabec County","A","+45886975","-093294518","06",,,17741
"G2700670","2000","US","2","4","Minnesota","27","Kandiyohi","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2061780150","170719281","Kandiyohi County","A","+45156823","-095017337","06",,,19627
"G2700690","2000","US","2","4","Minnesota","27","Kittson","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2841418760","16664830","Kittson County","A","+48764077","-096854114","06",,,16525
"G2700710","2000","US","2","4","Minnesota","27","Koochiching","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"8035072742","134583173","Koochiching County","A","+48374678","-093660630","06",,,19167
"G2700730","2000","US","2","4","Minnesota","27","Lac Qui Parle","073",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1980991269","34155792","Lac qui Parle County","A","+44995009","-096160391","06",,,17399
"G2700750","2000","US","2","4","Minnesota","27","Lake","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5436798216","2309393470","Lake County","A","+47500149","-091469111","06",,,19761
"G2700770","2000","US","2","4","Minnesota","27","Lake Of The Woods","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3358447805","1238921565","Lake of the Woods County","A","+48703552","-094832107","06",,,16976
"G2700790","2000","US","2","4","Minnesota","27","Le Sueur","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1161608169","65680005","Le Sueur County","A","+44360984","-093747137","06",,,20151
"G2700810","2000","US","2","4","Minnesota","27","Lincoln","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1390901199","29548223","Lincoln County","A","+44408243","-096271957","06",,,16009
"G2700830","2000","US","2","4","Minnesota","27","Lyon","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1849701810","18872576","Lyon County","A","+44412380","-095825676","06",,,18013
"G2700850","2000","US","2","4","Minnesota","27","McLeod","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1274036610","35632897","McLeod County","A","+44834060","-094263731","06",,,20137
"G2700870","2000","US","2","4","Minnesota","27","Mahnomen","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1440395658","69548161","Mahnomen County","A","+47319794","-095819296","06",,,13438
"G2700890","2000","US","2","4","Minnesota","27","Marshall","089",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4590085004","105024444","Marshall County","A","+48325872","-096477565","06",,,16317
"G2700910","2000","US","2","4","Minnesota","27","Martin","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1837194705","52344900","Martin County","A","+43676952","-094537076","06",,,18529
"G2700930","2000","US","2","4","Minnesota","27","Meeker","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1576115126","94646496","Meeker County","A","+45129192","-094507823","06",,,18628
"G2700950","2000","US","2","4","Minnesota","27","Mille Lacs","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1487859492","277910248","Mille Lacs County","A","+45857835","-093636826","06",,,17656
"G2700970","2000","US","2","4","Minnesota","27","Morrison","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2912435151","74650294","Morrison County","A","+46011103","-094345654","06",,,16566
"G2700990","2000","US","2","4","Minnesota","27","Mower","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1842771214","543328","Mower County","A","+43659303","-092838981","06",,,19795
"G2701010","2000","US","2","4","Minnesota","27","Murray","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1824466297","39074696","Murray County","A","+44004080","-095737563","06",,,17936
"G2701030","2000","US","2","4","Minnesota","27","Nicollet","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1171434445","37949515","Nicollet County","A","+44319600","-094136248","06",,,20517
"G2701050","2000","US","2","4","Minnesota","27","Nobles","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1852841629","17971993","Nobles County","A","+43659900","-095723933","06",,,16987
"G2701070","2000","US","2","4","Minnesota","27","Norman","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2269528709","1424031","Norman County","A","+47314118","-096531693","06",,,15895
"G2701090","2000","US","2","4","Minnesota","27","Olmsted","109",,,,,"0",,,,,,,,,,,,,"6820","99","N","9999","9999","9",,,,,,,,,"1691289144","3864463","Olmsted County","A","+44007477","-092442548","06",,,24939
"G2701110","2000","US","2","4","Minnesota","27","Otter Tail","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"5127422301","635074817","Otter Tail County","A","+46405151","-095737156","06",,,18014
"G2701130","2000","US","2","4","Minnesota","27","Pennington","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1596835117","4668555","Pennington County","A","+48088115","-096079368","06",,,17346
"G2701150","2000","US","2","4","Minnesota","27","Pine","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"3654584453","60922040","Pine County","A","+46098412","-092834830","06",,,17445
"G2701170","2000","US","2","4","Minnesota","27","Pipestone","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1206638778","671275","Pipestone County","A","+44006189","-096254835","06",,,16450
"G2701190","2000","US","2","4","Minnesota","27","Polk","119",,,,,"0",,,,,,,,,,,,,"2985","99","N","9999","9999","9",,,,,,,,,"5103237779","71062834","Polk County","A","+47770373","-096408371","06",,,17279
"G2701210","2000","US","2","4","Minnesota","27","Pope","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1735644816","122120574","Pope County","A","+45592633","-095447319","06",,,19032
"G2701230","2000","US","2","4","Minnesota","27","Ramsey","123",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"403460947","37182419","Ramsey County","A","+44990915","-093106593","06",,,23536
"G2701250","2000","US","2","4","Minnesota","27","Red Lake","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1119991223","211320","Red Lake County","A","+47866703","-096084145","06",,,15372
"G2701270","2000","US","2","4","Minnesota","27","Redwood","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2278479819","3916517","Redwood County","A","+44411100","-095237056","06",,,18903
"G2701290","2000","US","2","4","Minnesota","27","Renville","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2545749900","11135364","Renville County","A","+44723882","-094925286","06",,,17770
"G2701310","2000","US","2","4","Minnesota","27","Rice","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1288697315","48062967","Rice County","A","+44348087","-093283024","06",,,19695
"G2701330","2000","US","2","4","Minnesota","27","Rock","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1249952815","604756","Rock County","A","+43667243","-096242131","06",,,17411
"G2701350","2000","US","2","4","Minnesota","27","Roseau","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4305891965","40973145","Roseau County","A","+48782961","-095778139","06",,,17053
"G2701370","2000","US","2","4","Minnesota","27","St Louis","137",,,,,"0",,,,,,,,,,,,,"2240","99","N","9999","9999","9",,,,,,,,,"16123100792","1643989607","St. Louis County","A","+47369145","-092404547","06",,,18982
"G2701390","2000","US","2","4","Minnesota","27","Scott","139",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"923785607","30777540","Scott County","A","+44696343","-093510829","06",,,26418
"G2701410","2000","US","2","4","Minnesota","27","Sherburne","141",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1130013623","38061083","Sherburne County","A","+45423675","-093768027","06",,,21322
"G2701430","2000","US","2","4","Minnesota","27","Sibley","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1524594219","30461597","Sibley County","A","+44574044","-094220375","06",,,18004
"G2701450","2000","US","2","4","Minnesota","27","Stearns","145",,,,,"0",,,,,,,,,,,,,"6980","99","N","9999","9999","9",,,,,,,,,"3482282738","117607351","Stearns County","A","+45540863","-094495886","06",,,19211
