GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GNW001
"G2701470","2000","US","2","4","Minnesota","27","Steele","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1112525378","6774348","Steele County","A","+44029614","-093216018","06",,,20328
"G2701490","2000","US","2","4","Minnesota","27","Stevens","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1455738964","34113610","Stevens County","A","+45579283","-095981268","06",,,17569
"G2701510","2000","US","2","4","Minnesota","27","Swift","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1925733496","22847128","Swift County","A","+45276989","-095674223","06",,,16360
"G2701530","2000","US","2","4","Minnesota","27","Todd","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2439817277","96659676","Todd County","A","+46082400","-094883360","06",,,15658
"G2701550","2000","US","2","4","Minnesota","27","Traverse","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1486880905","30743811","Traverse County","A","+45766649","-096500058","06",,,16378
"G2701570","2000","US","2","4","Minnesota","27","Wabasha","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1359765254","64284463","Wabasha County","A","+44294912","-092215112","06",,,19664
"G2701590","2000","US","2","4","Minnesota","27","Wadena","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1385686467","20668013","Wadena County","A","+46543768","-095003269","06",,,15146
"G2701610","2000","US","2","4","Minnesota","27","Waseca","161",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1096214300","24755374","Waseca County","A","+44026702","-093577277","06",,,18631
"G2701630","2000","US","2","4","Minnesota","27","Washington","163",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1014508130","81479105","Washington County","A","+44999023","-092909398","06",,,28148
"G2701650","2000","US","2","4","Minnesota","27","Watonwan","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1125386061","13993968","Watonwan County","A","+43984607","-094610969","06",,,16413
"G2701670","2000","US","2","4","Minnesota","27","Wilkin","167",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1946197091","505867","Wilkin County","A","+46323696","-096478321","06",,,16873
"G2701690","2000","US","2","4","Minnesota","27","Winona","169",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1622118131","39597458","Winona County","A","+44008825","-091741907","06",,,18077
"G2701710","2000","US","2","4","Minnesota","27","Wright","171",,,,,"0",,,,,,,,,,,,,"5120","99","N","9999","9999","9",,,,,,,,,"1711345644","138913443","Wright County","A","+45188927","-093915814","06",,,21844
"G2701730","2000","US","2","4","Minnesota","27","Yellow Medicine","173",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1963095467","14069397","Yellow Medicine County","A","+44715391","-095826886","06",,,17120
"G2800010","2000","US","3","6","Mississippi","28","Adams","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1192070645","67301035","Adams County","A","+31535545","-091354348","06",,,15778
"G2800030","2000","US","3","6","Mississippi","28","Alcorn","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1035717243","3786129","Alcorn County","A","+34905759","-088539083","06",,,15418
"G2800050","2000","US","3","6","Mississippi","28","Amite","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1889654265","5289854","Amite County","A","+31189277","-090838531","06",,,14048
"G2800070","2000","US","3","6","Mississippi","28","Attala","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1903968664","5109637","Attala County","A","+33075866","-089572883","06",,,13782
"G2800090","2000","US","3","6","Mississippi","28","Benton","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053579121","4813918","Benton County","A","+34792073","-089177445","06",,,12212
"G2800110","2000","US","3","6","Mississippi","28","Bolivar","011",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2269566106","76332594","Bolivar County","A","+33803284","-090830139","06",,,12088
"G2800130","2000","US","3","6","Mississippi","28","Calhoun","013",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1519125834","3708838","Calhoun County","A","+33913502","-089324200","06",,,15106
"G2800150","2000","US","3","6","Mississippi","28","Carroll","015",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1625822071","17641125","Carroll County","A","+33459816","-089907136","06",,,15744
"G2800170","2000","US","3","6","Mississippi","28","Chickasaw","017",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1299028121","7012569","Chickasaw County","A","+33934340","-088937882","06",,,13279
"G2800190","2000","US","3","6","Mississippi","28","Choctaw","019",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1085464850","1842954","Choctaw County","A","+33343519","-089257179","06",,,13474
"G2800210","2000","US","3","6","Mississippi","28","Claiborne","021",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1260721976","37790312","Claiborne County","A","+31963371","-090921014","06",,,11244
"G2800230","2000","US","3","6","Mississippi","28","Clarke","023",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1790373368","5552878","Clarke County","A","+32056730","-088725147","06",,,14288
"G2800250","2000","US","3","6","Mississippi","28","Clay","025",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1058165124","19322346","Clay County","A","+33629550","-088722699","06",,,14512
"G2800270","2000","US","3","6","Mississippi","28","Coahoma","027",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1435246940","75077952","Coahoma County","A","+34248220","-090574240","06",,,12558
"G2800290","2000","US","3","6","Mississippi","28","Copiah","029",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2011389312","7204911","Copiah County","A","+31866098","-090404131","06",,,12408
"G2800310","2000","US","3","6","Mississippi","28","Covington","031",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1071711523","2968480","Covington County","A","+31637664","-089549473","06",,,14506
"G2800330","2000","US","3","6","Mississippi","28","Desoto","033",,,,,"0",,,,,,,,,,,,,"4920","99","N","9999","9999","9",,,,,,,,,"1237658020","48969960","DeSoto County","A","+34904345","-089992068","06",,,20468
"G2800350","2000","US","3","6","Mississippi","28","Forrest","035",,,,,"0",,,,,,,,,,,,,"3285","99","N","9999","9999","9",,,,,,,,,"1208428793","9306218","Forrest County","A","+31263019","-089276207","06",,,15160
"G2800370","2000","US","3","6","Mississippi","28","Franklin","037",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1462295484","5549555","Franklin County","A","+31475548","-090899390","06",,,13643
"G2800390","2000","US","3","6","Mississippi","28","George","039",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1238770707","13829482","George County","A","+30864663","-088624823","06",,,14337
"G2800410","2000","US","3","6","Mississippi","28","Greene","041",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1846191653","15200286","Greene County","A","+31217053","-088639653","06",,,11868
"G2800430","2000","US","3","6","Mississippi","28","Grenada","043",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1092436773","71443874","Grenada County","A","+33775041","-089803446","06",,,13786
"G2800450","2000","US","3","6","Mississippi","28","Hancock","045",,,,,"0",,,,,,,,,,,,,"0920","99","N","9999","9999","9",,,,,,,,,"1235105235","195932047","Hancock County","A","+30358127","-089462457","06",,,17748
"G2800470","2000","US","3","6","Mississippi","28","Harrison","047",,,,,"0",,,,,,,,,,,,,"0920","99","N","9999","9999","9",,,,,,,,,"1504734433","1023487219","Harrison County","A","+30427896","-089079536","06",,,18024
"G2800490","2000","US","3","6","Mississippi","28","Hinds","049",,,,,"0",,,,,,,,,,,,,"3560","99","N","9999","9999","9",,,,,,,,,"2251177952","21139090","Hinds County","A","+32294333","-090305374","06",,,17785
"G2800510","2000","US","3","6","Mississippi","28","Holmes","051",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1958030490","21187799","Holmes County","A","+33108092","-090054764","06",,,10683
"G2800530","2000","US","3","6","Mississippi","28","Humphreys","053",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1082845849","33855947","Humphreys County","A","+33128677","-090533467","06",,,10926
"G2800550","2000","US","3","6","Mississippi","28","Issaquena","055",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1069828803","73297767","Issaquena County","A","+32791494","-090989754","06",,,10581
"G2800570","2000","US","3","6","Mississippi","28","Itawamba","057",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1378668967","21009281","Itawamba County","A","+34277717","-088372761","06",,,14956
"G2800590","2000","US","3","6","Mississippi","28","Jackson","059",,,,,"0",,,,,,,,,,,,,"0920","99","N","9999","9999","9",,,,,,,,,"1882664931","819471367","Jackson County","A","+30455709","-088633143","06",,,17768
"G2800610","2000","US","3","6","Mississippi","28","Jasper","061",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1750844450","3722581","Jasper County","A","+31998764","-089145831","06",,,12889
"G2800630","2000","US","3","6","Mississippi","28","Jefferson","063",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1345206514","20216072","Jefferson County","A","+31739326","-091046970","06",,,9709
"G2800650","2000","US","3","6","Mississippi","28","Jefferson Davis","065",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1057768074","1801783","Jefferson Davis County","A","+31577201","-089818818","06",,,11974
"G2800670","2000","US","3","6","Mississippi","28","Jones","067",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1796973790","15315933","Jones County","A","+31652274","-089173780","06",,,14820
"G2800690","2000","US","3","6","Mississippi","28","Kemper","069",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1984276268","2247467","Kemper County","A","+32752680","-088651909","06",,,11985
"G2800710","2000","US","3","6","Mississippi","28","Lafayette","071",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1634576965","124767583","Lafayette County","A","+34354615","-089512229","06",,,16406
"G2800730","2000","US","3","6","Mississippi","28","Lamar","073",,,,,"0",,,,,,,,,,,,,"3285","99","N","9999","9999","9",,,,,,,,,"1287397446","8859751","Lamar County","A","+31202475","-089474196","06",,,18849
"G2800750","2000","US","3","6","Mississippi","28","Lauderdale","075",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1822081264","30477620","Lauderdale County","A","+32400078","-088678186","06",,,16026
"G2800770","2000","US","3","6","Mississippi","28","Lawrence","077",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1115321358","13226346","Lawrence County","A","+31552943","-090097419","06",,,14469
"G2800790","2000","US","3","6","Mississippi","28","Leake","079",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1509204387","6954008","Leake County","A","+32731300","-089525219","06",,,13365
"G2800810","2000","US","3","6","Mississippi","28","Lee","081",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1164430094","9205378","Lee County","A","+34276904","-088682514","06",,,18956
"G2800830","2000","US","3","6","Mississippi","28","Leflore","083",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1533085074","37357012","Leflore County","A","+33564765","-090266224","06",,,12553
"G2800850","2000","US","3","6","Mississippi","28","Lincoln","085",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1516969745","6388993","Lincoln County","A","+31539980","-090447108","06",,,13961
"G2800870","2000","US","3","6","Mississippi","28","Lowndes","087",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1300941059","36652563","Lowndes County","A","+33508233","-088422328","06",,,16514
"G2800890","2000","US","3","6","Mississippi","28","Madison","089",,,,,"0",,,,,,,,,,,,,"3560","99","N","9999","9999","9",,,,,,,,,"1857307939","64378471","Madison County","A","+32570561","-090083988","06",,,23469
"G2800910","2000","US","3","6","Mississippi","28","Marion","091",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1404661267","16152148","Marion County","A","+31240902","-089823725","06",,,12301
"G2800930","2000","US","3","6","Mississippi","28","Marshall","093",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1829376626","8996063","Marshall County","A","+34771173","-089494835","06",,,14028
"G2800950","2000","US","3","6","Mississippi","28","Monroe","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1979200505","20376807","Monroe County","A","+33899309","-088500821","06",,,14072
"G2800970","2000","US","3","6","Mississippi","28","Montgomery","097",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053724940","2633886","Montgomery County","A","+33480389","-089651425","06",,,14040
"G2800990","2000","US","3","6","Mississippi","28","Neshoba","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1476288200","4258230","Neshoba County","A","+32747316","-089129960","06",,,14964
"G2801010","2000","US","3","6","Mississippi","28","Newton","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1497097396","4005749","Newton County","A","+32405252","-089118310","06",,,14008
"G2801030","2000","US","3","6","Mississippi","28","Noxubee","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1799492506","13620129","Noxubee County","A","+33115598","-088581593","06",,,12018
"G2801050","2000","US","3","6","Mississippi","28","Oktibbeha","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1185463558","10860232","Oktibbeha County","A","+33439846","-088862340","06",,,14998
"G2801070","2000","US","3","6","Mississippi","28","Panola","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1772061994","54228381","Panola County","A","+34364489","-089962225","06",,,13075
"G2801090","2000","US","3","6","Mississippi","28","Pearl River","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2101334544","19691819","Pearl River County","A","+30716802","-089605044","06",,,15160
"G2801110","2000","US","3","6","Mississippi","28","Perry","111",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1676181841","7827251","Perry County","A","+31214610","-088990953","06",,,12837
"G2801130","2000","US","3","6","Mississippi","28","Pike","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1059017229","4908022","Pike County","A","+31200988","-090433906","06",,,14040
"G2801150","2000","US","3","6","Mississippi","28","Pontotoc","115",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1288135081","9435479","Pontotoc County","A","+34247321","-089015613","06",,,15658
"G2801170","2000","US","3","6","Mississippi","28","Prentiss","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1074654719","8587710","Prentiss County","A","+34617939","-088530079","06",,,14131
"G2801190","2000","US","3","6","Mississippi","28","Quitman","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1048526519","4287253","Quitman County","A","+34260657","-090267437","06",,,10817
"G2801210","2000","US","3","6","Mississippi","28","Rankin","121",,,,,"0",,,,,,,,,,,,,"3560","99","N","9999","9999","9",,,,,,,,,"2005987647","81771532","Rankin County","A","+32265894","-089998890","06",,,20412
"G2801230","2000","US","3","6","Mississippi","28","Scott","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1577517758","3369823","Scott County","A","+32392083","-089517949","06",,,14013
"G2801250","2000","US","3","6","Mississippi","28","Sharkey","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1107765744","18578690","Sharkey County","A","+32915089","-090837017","06",,,11396
"G2801270","2000","US","3","6","Mississippi","28","Simpson","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1524806607","4652740","Simpson County","A","+31911087","-089861628","06",,,13344
"G2801290","2000","US","3","6","Mississippi","28","Smith","129",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1646940031","3571926","Smith County","A","+31985054","-089518021","06",,,14752
"G2801310","2000","US","3","6","Mississippi","28","Stone","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1153491942","7006457","Stone County","A","+30796000","-089129526","06",,,14693
"G2801330","2000","US","3","6","Mississippi","28","Sunflower","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1796908346","34771176","Sunflower County","A","+33587683","-090583678","06",,,11365
"G2801350","2000","US","3","6","Mississippi","28","Tallahatchie","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1667749261","21131570","Tallahatchie County","A","+33944274","-090228476","06",,,10749
"G2801370","2000","US","3","6","Mississippi","28","Tate","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1047595981","16755446","Tate County","A","+34644651","-089964667","06",,,16154
"G2801390","2000","US","3","6","Mississippi","28","Tippah","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1185968757","5350291","Tippah County","A","+34768954","-088925834","06",,,14041
"G2801410","2000","US","3","6","Mississippi","28","Tishomingo","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1098477263","52867858","Tishomingo County","A","+34728895","-088242743","06",,,15395
"G2801430","2000","US","3","6","Mississippi","28","Tunica","143",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1177949335","67268272","Tunica County","A","+34672958","-090373780","06",,,11978
"G2801450","2000","US","3","6","Mississippi","28","Union","145",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1075960153","3737118","Union County","A","+34489085","-088999738","06",,,15700
"G2801470","2000","US","3","6","Mississippi","28","Walthall","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1045891461","1607359","Walthall County","A","+31136883","-090113381","06",,,12563
"G2801490","2000","US","3","6","Mississippi","28","Warren","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1519315953","83273338","Warren County","A","+32342364","-090854800","06",,,17527
"G2801510","2000","US","3","6","Mississippi","28","Washington","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1875115658","96530085","Washington County","A","+33354493","-090963533","06",,,13430
